opcode_hex,signed_opcode,if_off,body_end_off,first_handler,meaningful_calls,branch_read_sequence,request_candidate_minus_0x7000,request_candidate_minus_0x8000,all_calls
0xe26e,-7570,0x1d98,0x1da6,1d9c:LscriptPages/gameHD/b;->r(Ljava/lang/String;)V,1d9c:LscriptPages/gameHD/b;->r(Ljava/lang/String;)V,,0x726e,0x626e ArenaBattle@scriptPages/gameHD/b->l,1d9c:LscriptPages/gameHD/b;->r(Ljava/lang/String;)V
0xe270,-7568,0x1daa,0x1db8,1dae:LscriptPages/gameHD/b;->x(Ljava/lang/String;)V,1dae:LscriptPages/gameHD/b;->x(Ljava/lang/String;)V,,0x7270,0x6270 ArenaTeamStrategy@scriptPages/gameHD/b->K,1dae:LscriptPages/gameHD/b;->x(Ljava/lang/String;)V
0xe272,-7566,0x1dce,0x1ddc,1dd2:Lu/e;->g(Ljava/lang/String;)V,1dd2:Lu/e;->g(Ljava/lang/String;)V,,0x7272,0x6272 测试分享-------------：分享成功@u/e->d,1dd2:Lu/e;->g(Ljava/lang/String;)V
0xe273,-7565,0x1de0,0x1dee,1de4:LscriptPages/data/g;->k4(Ljava/lang/String;)V,1de4:LscriptPages/data/g;->k4(Ljava/lang/String;)V,,0x7273,0x6273,1de4:LscriptPages/data/g;->k4(Ljava/lang/String;)V
0xe274,-7564,0x1df2,0x1e00,1df6:LscriptPages/data/g;->D4(Ljava/lang/String;)V,1df6:LscriptPages/data/g;->D4(Ljava/lang/String;)V,,0x7274,0x6274,1df6:LscriptPages/data/g;->D4(Ljava/lang/String;)V
0xe275,-7563,0x1e04,0x1e12,1e08:LscriptPages/data/g;->l4(Ljava/lang/String;)V,1e08:LscriptPages/data/g;->l4(Ljava/lang/String;)V,,0x7275,0x6275 di_联网数据载入中@scriptPages/data/g->O4,1e08:LscriptPages/data/g;->l4(Ljava/lang/String;)V
0xe276,-7562,0x1e16,0x1e24,1e1a:LscriptPages/data/g;->j4(Ljava/lang/String;)V,1e1a:LscriptPages/data/g;->j4(Ljava/lang/String;)V,,0x7276,0x6276,1e1a:LscriptPages/data/g;->j4(Ljava/lang/String;)V
0xe277,-7561,0x1e28,0x1e36,1e2c:LscriptPages/data/g;->h4(Ljava/lang/String;)V,1e2c:LscriptPages/data/g;->h4(Ljava/lang/String;)V,,0x7277,0x6277 di_请求中@scriptPages/data/g->O4,1e2c:LscriptPages/data/g;->h4(Ljava/lang/String;)V
0xe278,-7560,0x1e4c,0x1e5a,1e50:LscriptPages/data/g;->g4(Ljava/lang/String;)V,1e50:LscriptPages/data/g;->g4(Ljava/lang/String;)V,,0x7278,0x6278,1e50:LscriptPages/data/g;->g4(Ljava/lang/String;)V
0xe279,-7559,0x1e3a,0x1e48,1e3e:LscriptPages/data/g;->p4(Ljava/lang/String;)V,1e3e:LscriptPages/data/g;->p4(Ljava/lang/String;)V,,0x7279,0x6279,1e3e:LscriptPages/data/g;->p4(Ljava/lang/String;)V
0xe27a,-7558,0x1e5e,0x1e6c,1e62:LscriptPages/data/g;->E4(Ljava/lang/String;)V,1e62:LscriptPages/data/g;->E4(Ljava/lang/String;)V,,0x727a,0x627a REQ_XUNBAO_INFO@scriptPages/data/g->J2,1e62:LscriptPages/data/g;->E4(Ljava/lang/String;)V
0xe27b,-7557,0x1e70,0x1e7e,1e74:LscriptPages/data/g;->q4(Ljava/lang/String;)V,1e74:LscriptPages/data/g;->q4(Ljava/lang/String;)V,,0x727b,0x627b di_寻宝中@scriptPages/data/g->a5,1e74:LscriptPages/data/g;->q4(Ljava/lang/String;)V
0xe27c,-7556,0x1e82,0x1e90,1e86:LscriptPages/data/g;->w4(Ljava/lang/String;)V,1e86:LscriptPages/data/g;->w4(Ljava/lang/String;)V,,0x727c,0x627c di_联网数据载入中@scriptPages/data/g->a5,1e86:LscriptPages/data/g;->w4(Ljava/lang/String;)V
0xe27d,-7555,0x1e94,0x1ea2,1e98:LscriptPages/data/g;->o4(Ljava/lang/String;)V,1e98:LscriptPages/data/g;->o4(Ljava/lang/String;)V,,0x727d,0x627d,1e98:LscriptPages/data/g;->o4(Ljava/lang/String;)V
0xe27e,-7554,0x1ea6,0x1eb4,1eaa:LscriptPages/data/g;->i4(Ljava/lang/String;)V,1eaa:LscriptPages/data/g;->i4(Ljava/lang/String;)V,,0x727e,0x627e,1eaa:LscriptPages/data/g;->i4(Ljava/lang/String;)V
0xe27f,-7553,0x0b98,0x0ba6,0b9c:LscriptPages/data/g;->s4(Ljava/lang/String;)V,0b9c:LscriptPages/data/g;->s4(Ljava/lang/String;)V,,0x727f,0x627f di_联网数据载入中@scriptPages/data/g->b2,0b9c:LscriptPages/data/g;->s4(Ljava/lang/String;)V
0xe280,-7552,0x0baa,0x0bb8,0bae:LscriptPages/data/g;->r4(Ljava/lang/String;)V,0bae:LscriptPages/data/g;->r4(Ljava/lang/String;)V,,0x7280,0x6280 REQ_GENERAL_EQUIP_LIANHUN@scriptPages/data/g->N4,0bae:LscriptPages/data/g;->r4(Ljava/lang/String;)V
0xe281,-7551,0x0bbc,0x0bca,0bc0:LscriptPages/data/g;->v4(Ljava/lang/String;)V,0bc0:LscriptPages/data/g;->v4(Ljava/lang/String;)V,,0x7281,0x6281 di_联网炼魂中@scriptPages/data/g->N4,0bc0:LscriptPages/data/g;->v4(Ljava/lang/String;)V
0xe282,-7550,0x1eee,0x1efc,1ef2:LscriptPages/game/n;->t2(Ljava/lang/String;)V,1ef2:LscriptPages/game/n;->t2(Ljava/lang/String;)V,,0x7282,0x6282 REQ_COUNTRY_LIVELIHOOD_INFO@scriptPages/game/n->y0,1ef2:LscriptPages/game/n;->t2(Ljava/lang/String;)V
0xe284,-7548,0x1f00,0x1f0e,1f04:LscriptPages/data/g;->F4(Ljava/lang/String;)V,1f04:LscriptPages/data/g;->F4(Ljava/lang/String;)V,,0x7284,0x6284 (unnamed)@scriptPages/data/g->T4; di_请求中@scriptPages/data/g->o5,1f04:LscriptPages/data/g;->F4(Ljava/lang/String;)V
0xe285,-7547,0x1f12,0x1f20,1f16:LscriptPages/gameHD/m;->A(Ljava/lang/String;)V,1f16:LscriptPages/gameHD/m;->A(Ljava/lang/String;)V,,0x7285,0x6285 di_联网请求数据中@scriptPages/gameHD/m->K,1f16:LscriptPages/gameHD/m;->A(Ljava/lang/String;)V
0xe286,-7546,0x1f24,0x1f32,1f28:LscriptPages/gameHD/m;->z(Ljava/lang/String;)V,1f28:LscriptPages/gameHD/m;->z(Ljava/lang/String;)V,,0x7286,0x6286 reqAutoHitbanditSet@scriptPages/gameHD/m->K,1f28:LscriptPages/gameHD/m;->z(Ljava/lang/String;)V
0xe287,-7545,0x1f36,0x1f44,1f3a:LscriptPages/game/i;->A(Ljava/lang/String;)V,1f3a:LscriptPages/game/i;->A(Ljava/lang/String;)V,,0x7287,0x6287 reqChatSet@scriptPages/game/i->w,1f3a:LscriptPages/game/i;->A(Ljava/lang/String;)V
0xe288,-7544,0x1f48,0x1f56,1f4c:LscriptPages/data/g;->m4(Ljava/lang/String;)V,1f4c:LscriptPages/data/g;->m4(Ljava/lang/String;)V,,0x7288,0x6288,1f4c:LscriptPages/data/g;->m4(Ljava/lang/String;)V
0xe289,-7543,0x1f5a,0x1f68,1f5e:LscriptPages/data/g;->u4(Ljava/lang/String;)V,1f5e:LscriptPages/data/g;->u4(Ljava/lang/String;)V,,0x7289,0x6289 reqMailSet@scriptPages/data/g->O3,1f5e:LscriptPages/data/g;->u4(Ljava/lang/String;)V
0xe28a,-7542,0x21a6,0x21b4,21aa:LscriptPages/gameHD/m;->B(Ljava/lang/String;)V,21aa:LscriptPages/gameHD/m;->B(Ljava/lang/String;)V,,0x728a,0x628a,21aa:LscriptPages/gameHD/m;->B(Ljava/lang/String;)V
0xe28b,-7541,0x21b8,0x21c0,,,,0x728b,0x628b,
0xe300,-7424,0x1f6c,0x1f7a,1f70:La0/a;->r(Ljava/lang/String;)V,1f70:La0/a;->r(Ljava/lang/String;)V,,0x7300,0x6300 di_联网超时@a0/a->k,1f70:La0/a;->r(Ljava/lang/String;)V
0xe301,-7423,0x1f7e,0x1f8c,1f82:La0/a;->v(Ljava/lang/String;)V,1f82:La0/a;->v(Ljava/lang/String;)V,,0x7301,0x6301,1f82:La0/a;->v(Ljava/lang/String;)V
0xe302,-7422,0x1f90,0x1f9e,1f94:La0/a;->s(Ljava/lang/String;)V,1f94:La0/a;->s(Ljava/lang/String;)V,,0x7302,0x6302,1f94:La0/a;->s(Ljava/lang/String;)V
0xe303,-7421,0x1fa2,0x1fb0,1fa6:La0/a;->w(Ljava/lang/String;)V,1fa6:La0/a;->w(Ljava/lang/String;)V,,0x7303,0x6303,1fa6:La0/a;->w(Ljava/lang/String;)V
0xe304,-7420,0x1fb4,0x1fc2,1fb8:La0/a;->u(Ljava/lang/String;)V,1fb8:La0/a;->u(Ljava/lang/String;)V,,0x7304,0x6304 ReqOfficeListRefresh@a0/a->G,1fb8:La0/a;->u(Ljava/lang/String;)V
0xe305,-7419,0x1fc6,0x1fd4,1fca:La0/a;->x(Ljava/lang/String;)V,1fca:La0/a;->x(Ljava/lang/String;)V,,0x7305,0x6305,1fca:La0/a;->x(Ljava/lang/String;)V
0xe306,-7418,0x1fd8,0x1fe6,1fdc:La0/a;->y(Ljava/lang/String;)V,1fdc:La0/a;->y(Ljava/lang/String;)V,,0x7306,0x6306,1fdc:La0/a;->y(Ljava/lang/String;)V
0xe307,-7417,0x2182,0x2190,2186:La0/a;->A(Ljava/lang/String;)V,2186:La0/a;->A(Ljava/lang/String;)V,,0x7307,0x6307,2186:La0/a;->A(Ljava/lang/String;)V
0xe308,-7416,0x2194,0x21a2,2198:La0/a;->z(Ljava/lang/String;)V,2198:La0/a;->z(Ljava/lang/String;)V,,0x7308,0x6308 officerRename@a0/a->t2,2198:La0/a;->z(Ljava/lang/String;)V
0xe311,-7407,0x2170,0x217e,2174:La0/a;->t(Ljava/lang/String;)V,2174:La0/a;->t(Ljava/lang/String;)V,,0x7311,0x6311,2174:La0/a;->t(Ljava/lang/String;)V
0xe312,-7406,0x1eb8,0x1ec6,1ebc:LscriptPages/data/g;->n4(Ljava/lang/String;)V,1ebc:LscriptPages/data/g;->n4(Ljava/lang/String;)V,,0x7312,0x6312,1ebc:LscriptPages/data/g;->n4(Ljava/lang/String;)V
0xe313,-7405,0x1edc,0x1eea,1ee0:LscriptPages/game/i;->C(Ljava/lang/String;)V,1ee0:LscriptPages/game/i;->C(Ljava/lang/String;)V,,0x7313,0x6313 联网请求...@scriptPages/game/i->F,1ee0:LscriptPages/game/i;->C(Ljava/lang/String;)V
0xe314,-7404,0x1eca,0x1ed8,1ece:LscriptPages/game/i;->B(Ljava/lang/String;)V,1ece:LscriptPages/game/i;->B(Ljava/lang/String;)V,,0x7314,0x6314,1ece:LscriptPages/game/i;->B(Ljava/lang/String;)V
0xe320,-7392,0x1fea,0x1ff8,1fee:Lo/a;->w7(Ljava/lang/String;)V,1fee:Lo/a;->w7(Ljava/lang/String;)V,,0x7320,0x6320,1fee:Lo/a;->w7(Ljava/lang/String;)V
0xe321,-7391,0x1ffc,0x200a,2000:Lo/a;->D7(Ljava/lang/String;)V,2000:Lo/a;->D7(Ljava/lang/String;)V,,0x7321,0x6321,2000:Lo/a;->D7(Ljava/lang/String;)V
0xe322,-7390,0x200e,0x201c,2012:Lo/a;->I7(Ljava/lang/String;)V,2012:Lo/a;->I7(Ljava/lang/String;)V,,0x7322,0x6322,2012:Lo/a;->I7(Ljava/lang/String;)V
0xe323,-7389,0x2020,0x202e,2024:Lo/a;->F7(Ljava/lang/String;)V,2024:Lo/a;->F7(Ljava/lang/String;)V,,0x7323,0x6323,2024:Lo/a;->F7(Ljava/lang/String;)V
0xe324,-7388,0x2032,0x2040,2036:Lo/a;->B7(Ljava/lang/String;)V,2036:Lo/a;->B7(Ljava/lang/String;)V,,0x7324,0x6324 REQ_HUBU_PLANT_PICK@o/a->S6,2036:Lo/a;->B7(Ljava/lang/String;)V
0xe325,-7387,0x2044,0x2052,2048:Lo/a;->y7(Ljava/lang/String;)V,2048:Lo/a;->y7(Ljava/lang/String;)V,,0x7325,0x6325,2048:Lo/a;->y7(Ljava/lang/String;)V
0xe326,-7386,0x2056,0x2064,205a:Lo/a;->E7(Ljava/lang/String;)V,205a:Lo/a;->E7(Ljava/lang/String;)V,,0x7326,0x6326,205a:Lo/a;->E7(Ljava/lang/String;)V
0xe327,-7385,0x207a,0x2088,207e:Lo/a;->C7(Ljava/lang/String;)V,207e:Lo/a;->C7(Ljava/lang/String;)V,,0x7327,0x6327,207e:Lo/a;->C7(Ljava/lang/String;)V
0xe328,-7384,0x2068,0x2076,206c:Lo/a;->G7(Ljava/lang/String;)V,206c:Lo/a;->G7(Ljava/lang/String;)V,,0x7328,0x6328 REQ_HUBU_PLANT_BAT@a0/a->j2,206c:Lo/a;->G7(Ljava/lang/String;)V
0xe330,-7376,0x2278,0x2286,227c:La0/a;->Y1(Ljava/lang/String;)V,227c:La0/a;->Y1(Ljava/lang/String;)V,,0x7330,0x6330,227c:La0/a;->Y1(Ljava/lang/String;)V
0xe331,-7375,0x228a,0x2298,228e:La0/a;->e2(Ljava/lang/String;)V,228e:La0/a;->e2(Ljava/lang/String;)V,,0x7331,0x6331,228e:La0/a;->e2(Ljava/lang/String;)V
0xe332,-7374,0x229c,0x22aa,22a0:La0/a;->c2(Ljava/lang/String;)V,22a0:La0/a;->c2(Ljava/lang/String;)V,,0x7332,0x6332 ReqChallengeTaskAward@a0/a->J1,22a0:La0/a;->c2(Ljava/lang/String;)V
0xe340,-7360,0x208c,0x209a,2090:La0/a;->E(Ljava/lang/String;)V,2090:La0/a;->E(Ljava/lang/String;)V,,0x7340,0x6340,2090:La0/a;->E(Ljava/lang/String;)V
0xe341,-7359,0x209e,0x20ac,20a2:La0/a;->D(Ljava/lang/String;)V,20a2:La0/a;->D(Ljava/lang/String;)V,,0x7341,0x6341,20a2:La0/a;->D(Ljava/lang/String;)V
0xe342,-7358,0x20b0,0x20be,20b4:La0/a;->C(Ljava/lang/String;)V,20b4:La0/a;->C(Ljava/lang/String;)V,,0x7342,0x6342 Req_libutaskDispatch@a0/a->F,20b4:La0/a;->C(Ljava/lang/String;)V
0xe343,-7357,0x20c2,0x20d0,20c6:La0/a;->B(Ljava/lang/String;)V,20c6:La0/a;->B(Ljava/lang/String;)V,,0x7343,0x6343 Req_libutaskAward@a0/a->F,20c6:La0/a;->B(Ljava/lang/String;)V
0xe350,-7344,0x2116,0x2124,211a:Lo/a;->l7(Ljava/lang/String;)V,211a:Lo/a;->l7(Ljava/lang/String;)V,,0x7350,0x6350,211a:Lo/a;->l7(Ljava/lang/String;)V
0xe351,-7343,0x2128,0x2136,212c:Lo/a;->K7(Ljava/lang/String;)V,212c:Lo/a;->K7(Ljava/lang/String;)V,,0x7351,0x6351 REQ_BINGBU_REFRESH@o/a->V6,212c:Lo/a;->K7(Ljava/lang/String;)V
0xe360,-7328,0x20d4,0x20e2,20d8:Lo/a;->t7(Ljava/lang/String;)V,20d8:Lo/a;->t7(Ljava/lang/String;)V,,0x7360,0x6360,20d8:Lo/a;->t7(Ljava/lang/String;)V
0xe361,-7327,0x20e6,0x20f4,20ea:Lo/a;->u7(Ljava/lang/String;)V,20ea:Lo/a;->u7(Ljava/lang/String;)V,,0x7361,0x6361,20ea:Lo/a;->u7(Ljava/lang/String;)V
0xe362,-7326,0x20f8,0x2106,20fc:Lo/a;->v7(Ljava/lang/String;)V,20fc:Lo/a;->v7(Ljava/lang/String;)V,,0x7362,0x6362 REQ_HOUSE_REWARD@a0/a->o2,20fc:Lo/a;->v7(Ljava/lang/String;)V
0xe363,-7325,0x210a,0x2112,,,,0x7363,0x6363,
0xe366,-7322,0x213a,0x2148,213e:Lo/a;->S7(Ljava/lang/String;)V,213e:Lo/a;->S7(Ljava/lang/String;)V,,0x7366,0x6366,213e:Lo/a;->S7(Ljava/lang/String;)V
0xe367,-7321,0x215e,0x216c,2162:Lo/a;->R7(Ljava/lang/String;)V,2162:Lo/a;->R7(Ljava/lang/String;)V,,0x7367,0x6367,2162:Lo/a;->R7(Ljava/lang/String;)V
0xe368,-7320,0x214c,0x215a,2150:Lo/a;->z7(Ljava/lang/String;)V,2150:Lo/a;->z7(Ljava/lang/String;)V,,0x7368,0x6368,2150:Lo/a;->z7(Ljava/lang/String;)V
0xe400,-7168,0x21c4,0x21d2,21c8:Lv/a;->h(Ljava/lang/String;)V,21c8:Lv/a;->h(Ljava/lang/String;)V,,0x7400,0x6400,21c8:Lv/a;->h(Ljava/lang/String;)V
0xe401,-7167,0x21d6,0x21e4,21da:LscriptPages/game/q0;->c(Ljava/lang/String;)V,21da:LscriptPages/game/q0;->c(Ljava/lang/String;)V,,0x7401,0x6401 di_确定解锁战法@scriptPages/game/q0->a2,21da:LscriptPages/game/q0;->c(Ljava/lang/String;)V
0xe402,-7166,0x21e8,0x21f6,21ec:LscriptPages/game/q0;->g(Ljava/lang/String;)V,21ec:LscriptPages/game/q0;->g(Ljava/lang/String;)V,,0x7402,0x6402 di_战斗状态无法配置@scriptPages/game/q0->a2,21ec:LscriptPages/game/q0;->g(Ljava/lang/String;)V
0xe403,-7165,0x21fa,0x2208,21fe:LscriptPages/game/q0;->h(Ljava/lang/String;)V,21fe:LscriptPages/game/q0;->h(Ljava/lang/String;)V,,0x7403,0x6403 战法经验不足，是否前往兑换？@scriptPages/game/q0->a2,21fe:LscriptPages/game/q0;->h(Ljava/lang/String;)V
0xe404,-7164,0x220c,0x221a,2210:LscriptPages/game/q0;->e(Ljava/lang/String;)V,2210:LscriptPages/game/q0;->e(Ljava/lang/String;)V,,0x7404,0x6404 re_重置战法提示@scriptPages/game/q0->a2,2210:LscriptPages/game/q0;->e(Ljava/lang/String;)V
0xe405,-7163,0x221e,0x222c,2222:Lv/a;->i(Ljava/lang/String;)V,2222:Lv/a;->i(Ljava/lang/String;)V,,0x7405,0x6405 REQ_SHUAIFU_SET_SHUAI@v/a->d,2222:Lv/a;->i(Ljava/lang/String;)V
0xe406,-7162,0x2230,0x223e,2234:Lv/a;->e(Ljava/lang/String;)V,2234:Lv/a;->e(Ljava/lang/String;)V,,0x7406,0x6406,2234:Lv/a;->e(Ljava/lang/String;)V
0xe407,-7161,0x2242,0x2250,2246:Lv/a;->f(Ljava/lang/String;)V,2246:Lv/a;->f(Ljava/lang/String;)V,,0x7407,0x6407 REQ_SHUAIFU_ADD_SP@v/a->b,2246:Lv/a;->f(Ljava/lang/String;)V
0xe408,-7160,0x2254,0x2262,2258:Lv/a;->g(Ljava/lang/String;)V,2258:Lv/a;->g(Ljava/lang/String;)V,,0x7408,0x6408,2258:Lv/a;->g(Ljava/lang/String;)V
0xe409,-7159,0x2266,0x2274,226a:LscriptPages/game/q0;->d(Ljava/lang/String;)V,226a:LscriptPages/game/q0;->d(Ljava/lang/String;)V,,0x7409,0x6409 REQ_SHUAIFU_ADD_EXP_MAX@scriptPages/game/q0->b,226a:LscriptPages/game/q0;->d(Ljava/lang/String;)V
0xe40a,-7158,0x22c0,0x22ce,22c4:LscriptPages/game/q0;->f(Ljava/lang/String;)V,22c4:LscriptPages/game/q0;->f(Ljava/lang/String;)V,,0x740a,0x640a REQ_SHUAIFU_GAIN_ZHANFA_BOOKS@scriptPages/game/q0->S1,22c4:LscriptPages/game/q0;->f(Ljava/lang/String;)V
0xe40b,-7157,0x22ae,0x22bc,22b2:LscriptPages/game/q0;->i(Ljava/lang/String;)V,22b2:LscriptPages/game/q0;->i(Ljava/lang/String;)V,,0x740b,0x640b,22b2:LscriptPages/game/q0;->i(Ljava/lang/String;)V
0xe40e,-7154,0x22d2,0x22e0,22d6:LscriptPages/game/q0;->N1(Ljava/lang/String;)V,22d6:LscriptPages/game/q0;->N1(Ljava/lang/String;)V,,0x740e,0x640e,22d6:LscriptPages/game/q0;->N1(Ljava/lang/String;)V
0xe40f,-7153,0x22e4,0x22f2,22e8:LscriptPages/data/g;->B4(Ljava/lang/String;)V,22e8:LscriptPages/data/g;->B4(Ljava/lang/String;)V,,0x740f,0x640f,22e8:LscriptPages/data/g;->B4(Ljava/lang/String;)V
0xe410,-7152,0x22f6,0x2304,22fa:Lv/a;->O0(Ljava/lang/String;)V,22fa:Lv/a;->O0(Ljava/lang/String;)V,,0x7410,0x6410,22fa:Lv/a;->O0(Ljava/lang/String;)V
0xe411,-7151,0x2308,0x2316,230c:Lv/a;->P0(Ljava/lang/String;)V,230c:Lv/a;->P0(Ljava/lang/String;)V,,0x7411,0x6411 REQ_GGZJ_GO@v/a->u0,230c:Lv/a;->P0(Ljava/lang/String;)V
0xe412,-7150,0x231a,0x2328,231e:Lv/a;->N0(Ljava/lang/String;)V,231e:Lv/a;->N0(Ljava/lang/String;)V,,0x7412,0x6412 di_请求中@v/a->u0,231e:Lv/a;->N0(Ljava/lang/String;)V
0xe413,-7149,0x232c,0x233a,2330:Lv/a;->M0(Ljava/lang/String;)V,2330:Lv/a;->M0(Ljava/lang/String;)V,,0x7413,0x6413 REQ_GGZJ_CANCLE@v/a->u0,2330:Lv/a;->M0(Ljava/lang/String;)V
0xe420,-7136,0x233e,0x234c,2342:Lo/a;->x7(Ljava/lang/String;)V,2342:Lo/a;->x7(Ljava/lang/String;)V,,0x7420,0x6420,2342:Lo/a;->x7(Ljava/lang/String;)V
0xe421,-7135,0x2350,0x235e,2354:Lo/a;->Q7(Ljava/lang/String;)V,2354:Lo/a;->Q7(Ljava/lang/String;)V,,0x7421,0x6421 REQ_CAPTUREFLAG_UPDATEINFO@v/a->T0,2354:Lo/a;->Q7(Ljava/lang/String;)V
0xe422,-7134,0x2362,0x2370,2366:Lo/a;->A7(Ljava/lang/String;)V,2366:Lo/a;->A7(Ljava/lang/String;)V,,0x7422,0x6422,2366:Lo/a;->A7(Ljava/lang/String;)V
0xe423,-7133,0x2374,0x2382,2378:Lo/a;->p7(Ljava/lang/String;)V,2378:Lo/a;->p7(Ljava/lang/String;)V,,0x7423,0x6423,2378:Lo/a;->p7(Ljava/lang/String;)V
0xe424,-7132,0x2386,0x2394,238a:Lo/a;->H7(Ljava/lang/String;)V,238a:Lo/a;->H7(Ljava/lang/String;)V,,0x7424,0x6424,238a:Lo/a;->H7(Ljava/lang/String;)V
0xe425,-7131,0x2398,0x23a6,239c:Lo/a;->s7(Ljava/lang/String;)V,239c:Lo/a;->s7(Ljava/lang/String;)V,,0x7425,0x6425,239c:Lo/a;->s7(Ljava/lang/String;)V
0xe426,-7130,0x23aa,0x23b8,23ae:Lo/a;->r7(Ljava/lang/String;)V,23ae:Lo/a;->r7(Ljava/lang/String;)V,,0x7426,0x6426 di_提示驱逐中@v/a->Y0,23ae:Lo/a;->r7(Ljava/lang/String;)V
0xe427,-7129,0x23ce,0x23dc,23d2:Lo/a;->M7(Ljava/lang/String;)V,23d2:Lo/a;->M7(Ljava/lang/String;)V,,0x7427,0x6427,23d2:Lo/a;->M7(Ljava/lang/String;)V
0xe428,-7128,0x23bc,0x23ca,23c0:Lo/a;->J7(Ljava/lang/String;)V,23c0:Lo/a;->J7(Ljava/lang/String;)V,,0x7428,0x6428,23c0:Lo/a;->J7(Ljava/lang/String;)V
0xe429,-7127,0x23e0,0x23ee,23e4:Lo/a;->j7(Ljava/lang/String;)V,23e4:Lo/a;->j7(Ljava/lang/String;)V,,0x7429,0x6429,23e4:Lo/a;->j7(Ljava/lang/String;)V
0xe440,-7104,0x23f2,0x2400,23f6:Lv/a;->R0(Ljava/lang/String;)V,23f6:Lv/a;->R0(Ljava/lang/String;)V,,0x7440,0x6440 reqLoadXunyouInfo@v/a->I0,23f6:Lv/a;->R0(Ljava/lang/String;)V
0xe441,-7103,0x2404,0x2412,2408:Lv/a;->S0(Ljava/lang/String;)V,2408:Lv/a;->S0(Ljava/lang/String;)V,,0x7441,0x6441 reqStartXunyou@v/a->U0,2408:Lv/a;->S0(Ljava/lang/String;)V
0xe442,-7102,0x2416,0x2424,241a:Lv/a;->Q0(Ljava/lang/String;)V,241a:Lv/a;->Q0(Ljava/lang/String;)V,,0x7442,0x6442 reqJoinXunyou@v/a->U0,241a:Lv/a;->Q0(Ljava/lang/String;)V
0xe443,-7101,0x2428,0x2436,242c:Lv/a;->L0(Ljava/lang/String;)V,242c:Lv/a;->L0(Ljava/lang/String;)V,,0x7443,0x6443 (unnamed)@v/a->j0,242c:Lv/a;->L0(Ljava/lang/String;)V
0xe444,-7100,0x243a,0x2448,243e:LscriptPages/game/s0;->U(Ljava/lang/String;)V,243e:LscriptPages/game/s0;->U(Ljava/lang/String;)V,,0x7444,0x6444 reqXunyouCity@scriptPages/game/s0->Z,243e:LscriptPages/game/s0;->U(Ljava/lang/String;)V
0xe450,-7088,0x244c,0x245a,2450:LscriptPages/game/q0;->O1(Ljava/lang/String;)V,2450:LscriptPages/game/q0;->O1(Ljava/lang/String;)V,,0x7450,0x6450 REQ_VOTE_DATA@scriptPages/game/q0->r1,2450:LscriptPages/game/q0;->O1(Ljava/lang/String;)V
0xe451,-7087,0x245e,0x246c,2462:LscriptPages/game/q0;->Q1(Ljava/lang/String;)V,2462:LscriptPages/game/q0;->Q1(Ljava/lang/String;)V,,0x7451,0x6451 di_联网数据请求@scriptPages/game/q0->R1,2462:LscriptPages/game/q0;->Q1(Ljava/lang/String;)V
0xfff9,-7,0x0206,0x0212,,,,0x8ff9,0x7ff9,020a:LscriptPages/game/r0;->d0(Ljava/lang/String;)V
0xfffa,-6,0x01f8,0x0204,,,,0x8ffa,0x7ffa,01fc:LscriptPages/game/r0;->d0(Ljava/lang/String;)V
0xfffb,-5,0x01dc,0x01f2,,,,0x8ffb,0x7ffb,01e0:LscriptPages/PageMain;->exitGame()V || 01ea:LscriptPages/game/r0;->d0(Ljava/lang/String;)V
0xfffc,-4,0x0102,0x01ae,0106:LscriptPages/data/g;->G0()B,0106:LscriptPages/data/g;->G0()B || 012c:LscriptPages/game/b0;->K1(B)V || 0132:LscriptPages/game/b0;->z0()V || 0138:LscriptPages/data/g;->I1(I Ljava/lang/String; [[Ljava/lang/String;)Ljava/lang/String; || 0148:LscriptPages/data/g;->G0()B || 0154:LscriptAPI/baseAPI/BaseExt;->getCurPatForm()I || 0160:LscriptPages/data/g;->B0()Ljava/lang/String; || 017c:LscriptAPI/extAPI/FlashNormalAPI;->callJSMethod(Ljava/lang/String; Ljava/lang/String;)Ljava/lang/String; || 018a:LscriptPages/game/b0;->U()V || 0196:LscriptPages/data/g;->I1(I Ljava/lang/String; [[Ljava/lang/String;)Ljava/lang/String;,,0x8ffc,0x7ffc,0106:LscriptPages/data/g;->G0()B || 0112:LscriptPages/PageMain;->getStatus()I || 012c:LscriptPages/game/b0;->K1(B)V || 0132:LscriptPages/game/b0;->z0()V || 0138:LscriptPages/data/g;->I1(I Ljava/lang/String; [[Ljava/lang/String;)Ljava/lang/String; || 0140:LscriptPages/game/r0;->d0(Ljava/lang/String;)V || 0148:LscriptPages/data/g;->G0()B || 0154:LscriptAPI/baseAPI/BaseExt;->getCurPatForm()I || 0160:LscriptPages/data/g;->B0()Ljava/lang/String; || 0168:Ljava/lang/String;->equals(Ljava/lang/Object;)Z || 017c:LscriptAPI/extAPI/FlashNormalAPI;->callJSMethod(Ljava/lang/String; Ljava/lang/String;)Ljava/lang/String; || 0184:LscriptPages/PageMain;->setStatus(I)V || 018a:LscriptPages/game/b0;->U()V || 0190:LscriptPages/PageMain;->exitGame()V || 0196:LscriptPages/data/g;->I1(I Ljava/lang/String; [[Ljava/lang/String;)Ljava/lang/String; || 019e:LscriptPages/game/r0;->d0(Ljava/lang/String;)V || 01a6:LscriptPages/PageMain;->initExit(I)V
